"","TradeDate","Expiry","Strike","CallPremiumIn","PutPremiumIn","CallPremiumOut","PutPremiumOut","PnL"
"656",2022-02-28,2022-02-28,4375,140.15,150.7,0.82,5.22,-285
"657",2022-02-28,2022-02-28,4375,159.75,169.55,0.82,5.22,-323
"658",2022-02-28,2022-02-28,4375,181.7,196,0.82,5.22,-372
"659",2022-02-28,2022-02-28,4375,191.95,205.55,0.82,5.22,-391
"660",2022-02-28,2022-02-28,4375,208.35,225.05,0.82,5.22,-427
"661",2022-02-28,2022-02-28,4375,219.5,235.75,0.82,5.22,-449
"662",2022-02-28,2022-02-28,4375,232.85,248.65,0.82,5.22,-475
"663",2022-02-28,2022-02-28,4375,245.1,261.5,0.82,5.22,-501
"664",2022-02-28,2022-02-28,4375,260.1,278.3,0.82,5.22,-532
"665",2022-02-28,2022-02-28,4375,279.05,297.4,0.82,5.22,-570
"666",2022-02-28,2022-02-28,4375,290.15,306.7,0.82,5.22,-591
"667",2022-02-28,2022-02-28,4375,302.9,319.8,0.82,5.22,-617
"668",2022-02-28,2022-02-28,4375,320.95,338.1,0.82,5.22,-653
"669",2022-02-28,2022-02-28,4375,337,352.85,0.82,5.22,-684
"670",2022-02-28,2022-02-28,4375,345.7,356.5,0.82,5.22,-696
"671",2022-02-28,2022-02-28,4375,373.05,380.9,0.82,5.22,-748
"672",2022-02-28,2022-02-28,4375,385.7,391.95,0.82,5.22,-772
"673",2022-02-28,2022-02-28,4375,430.25,429.25,0.82,5.22,-853
"674",2022-02-28,2022-02-28,4375,506.65,485.9,0.82,5.22,-986
"675",2022-04-29,2022-04-29,4130,1.45,4.35,1.45,4.35,0
"676",2022-04-29,2022-04-29,4130,37.85,38.15,1.45,4.35,-70
"677",2022-04-29,2022-04-29,4130,49.75,49.95,1.45,4.35,-94
"678",2022-04-29,2022-04-29,4130,62,62.05,1.45,4.35,-118
"679",2022-04-29,2022-04-29,4130,75.2,76.05,1.45,4.35,-145
"680",2022-04-29,2022-04-29,4130,81.95,83.6,1.45,4.35,-160
"681",2022-04-29,2022-04-29,4130,87.8,88.9,1.45,4.35,-171
"682",2022-04-29,2022-04-29,4130,92.4,93.2,1.45,4.35,-180
"683",2022-04-29,2022-04-29,4130,99.2,101.9,1.45,4.35,-195
"684",2022-04-29,2022-04-29,4130,104.05,106.5,1.45,4.35,-205
"685",2022-04-29,2022-04-29,4130,110.2,113.3,1.45,4.35,-218
"686",2022-04-29,2022-04-29,4130,113.6,118.5,1.45,4.35,-226
"687",2022-04-29,2022-04-29,4130,119.5,125.05,1.45,4.35,-239
"688",2022-04-29,2022-04-29,4130,125,128.7,1.45,4.35,-248
"689",2022-04-29,2022-04-29,4130,129.75,134,1.45,4.35,-258
"690",2022-04-29,2022-04-29,4130,133.3,138.4,1.45,4.35,-266
"691",2022-04-29,2022-04-29,4130,139.4,144.65,1.45,4.35,-278
"692",2022-04-29,2022-04-29,4130,151.5,157.1,1.45,4.35,-303
"693",2022-04-29,2022-04-29,4130,161.6,168.7,1.45,4.35,-324
"694",2022-04-29,2022-04-29,4130,180.45,185.3,1.45,4.35,-360
"695",2022-04-29,2022-04-29,4130,197.4,203.4,1.45,4.35,-395
"696",2022-04-29,2022-04-29,4130,216.75,219.5,1.45,4.35,-430
"697",2022-04-29,2022-04-29,4130,236.95,239.35,1.45,4.35,-470
"698",2022-04-29,2022-04-29,4130,249.65,251.6,1.45,4.35,-495
"699",2022-04-29,2022-04-29,4130,262.6,263.25,1.45,4.35,-520
"700",2022-04-29,2022-04-29,4130,277.15,276.2,1.45,4.35,-548
"701",2022-04-29,2022-04-29,4130,294.1,288.95,1.45,4.35,-577
"702",2022-06-30,2022-06-30,3790,0.03,11.75,0.03,11.75,0
"703",2022-06-30,2022-06-30,3790,19.2,30.2,0.03,11.75,-38
"704",2022-06-30,2022-06-30,3790,31.1,42.8,0.03,11.75,-62
"705",2022-06-30,2022-06-30,3790,38.65,50.2,0.03,11.75,-77
"706",2022-06-30,2022-06-30,3790,44.4,56.25,0.03,11.75,-89
"707",2022-06-30,2022-06-30,3790,49.95,61.95,0.03,11.75,-100
"708",2022-06-30,2022-06-30,3790,55.6,67.7,0.03,11.75,-112
"709",2022-06-30,2022-06-30,3790,59.85,71.75,0.03,11.75,-120
"710",2022-06-30,2022-06-30,3790,66.5,78.4,0.03,11.75,-133
"711",2022-06-30,2022-06-30,3790,70.65,82.4,0.03,11.75,-141
"712",2022-06-30,2022-06-30,3790,72.5,84.25,0.03,11.75,-145
"713",2022-06-30,2022-06-30,3790,78.4,90.15,0.03,11.75,-157
"714",2022-06-30,2022-06-30,3790,84.35,95.9,0.03,11.75,-168
"715",2022-06-30,2022-06-30,3790,90.15,101.6,0.03,11.75,-180
"716",2022-06-30,2022-06-30,3790,93.45,104.8,0.03,11.75,-186
"717",2022-06-30,2022-06-30,3790,101.25,112.15,0.03,11.75,-202
"718",2022-06-30,2022-06-30,3790,106.5,117.85,0.03,11.75,-213
"719",2022-06-30,2022-06-30,3790,117.7,128.7,0.03,11.75,-235
"720",2022-06-30,2022-06-30,3790,127.85,138.65,0.03,11.75,-255
"721",2022-06-30,2022-06-30,3790,136,147,0.03,11.75,-271
"722",2022-06-30,2022-06-30,3790,148.05,158.1,0.03,11.75,-294
"723",2022-06-30,2022-06-30,3790,153.25,163.85,0.03,11.75,-305
"724",2022-06-30,2022-06-30,3790,170.75,179.6,0.03,11.75,-339
"725",2022-06-30,2022-06-30,3790,187.2,194.1,0.03,11.75,-370
"726",2022-06-30,2022-06-30,3790,208.6,211.05,0.03,11.75,-408
"727",2022-06-30,2022-06-30,3790,217.9,218.85,0.03,11.75,-425
"728",2022-06-30,2022-06-30,3790,235.1,234.3,0.03,11.75,-458
"729",2022-06-30,2022-06-30,3790,244.25,241.65,0.03,11.75,-474
"730",2022-06-30,2022-06-30,3790,258.15,252.9,0.03,11.75,-499
"731",2022-08-31,2022-08-31,3955,2.33,0.28,2.33,0.28,0
"732",2022-08-31,2022-08-31,3955,22.45,19.95,2.33,0.28,-40
"733",2022-08-31,2022-08-31,3955,32.9,30.2,2.33,0.28,-60
"734",2022-08-31,2022-08-31,3955,40.9,38.6,2.33,0.28,-77
"735",2022-08-31,2022-08-31,3955,47.05,43.8,2.33,0.28,-88
"736",2022-08-31,2022-08-31,3955,53.35,49.75,2.33,0.28,-100
"737",2022-08-31,2022-08-31,3955,57.8,54.85,2.33,0.28,-110
"738",2022-08-31,2022-08-31,3955,63.05,59.35,2.33,0.28,-120
"739",2022-08-31,2022-08-31,3955,70.35,66.5,2.33,0.28,-134
"740",2022-08-31,2022-08-31,3955,73.45,70.55,2.33,0.28,-141
"741",2022-08-31,2022-08-31,3955,78.05,75.3,2.33,0.28,-151
"742",2022-08-31,2022-08-31,3955,83.75,80.05,2.33,0.28,-161
"743",2022-08-31,2022-08-31,3955,91.25,87.75,2.33,0.28,-176
"744",2022-08-31,2022-08-31,3955,97.7,92.9,2.33,0.28,-188
"745",2022-08-31,2022-08-31,3955,100.6,95.95,2.33,0.28,-194
"746",2022-08-31,2022-08-31,3955,109.6,104.35,2.33,0.28,-211
"747",2022-08-31,2022-08-31,3955,120.7,114.15,2.33,0.28,-232
"748",2022-08-31,2022-08-31,3955,140.85,131.7,2.33,0.28,-270
"749",2022-08-31,2022-08-31,3955,154.7,142.95,2.33,0.28,-295
"750",2022-08-31,2022-08-31,3955,192.05,176.2,2.33,0.28,-366
"751",2022-08-31,2022-08-31,3955,227.6,202.4,2.33,0.28,-427
"752",2022-10-31,2022-10-31,3875,0.05,3.83,0.05,3.83,0
"753",2022-10-31,2022-10-31,3875,17.45,19.25,0.05,3.83,-33
"754",2022-10-31,2022-10-31,3875,37.1,38.55,0.05,3.83,-72
"755",2022-10-31,2022-10-31,3875,43.8,44.3,0.05,3.83,-84
"756",2022-10-31,2022-10-31,3875,51.2,52.3,0.05,3.83,-100
"757",2022-10-31,2022-10-31,3875,55.8,56.6,0.05,3.83,-109
"758",2022-10-31,2022-10-31,3875,58.9,60.1,0.05,3.83,-115
"759",2022-10-31,2022-10-31,3875,65.85,65.6,0.05,3.83,-128
"760",2022-10-31,2022-10-31,3875,75,75.05,0.05,3.83,-146
"761",2022-10-31,2022-10-31,3875,78.3,77.7,0.05,3.83,-152
"762",2022-10-31,2022-10-31,3875,81.6,81.7,0.05,3.83,-159
"763",2022-10-31,2022-10-31,3875,84.2,84.2,0.05,3.83,-165
"764",2022-10-31,2022-10-31,3875,86.65,87.25,0.05,3.83,-170
"765",2022-10-31,2022-10-31,3875,89.35,88.95,0.05,3.83,-174
"766",2022-10-31,2022-10-31,3875,89.75,90.65,0.05,3.83,-177
"767",2022-10-31,2022-10-31,3875,94.95,93.95,0.05,3.83,-185
"768",2022-10-31,2022-10-31,3875,96.8,96.35,0.05,3.83,-189
"769",2022-10-31,2022-10-31,3875,99.75,97.5,0.05,3.83,-193
"770",2022-10-31,2022-10-31,3875,101.7,99.5,0.05,3.83,-197
"771",2022-10-31,2022-10-31,3875,104.85,101.6,0.05,3.83,-203
"772",2022-10-31,2022-10-31,3875,106.9,103.5,0.05,3.83,-207
"773",2022-10-31,2022-10-31,3875,108.6,105.65,0.05,3.83,-210
"774",2022-10-31,2022-10-31,3875,111,107.6,0.05,3.83,-215
"775",2022-10-31,2022-10-31,3875,113.5,110.05,0.05,3.83,-220
"776",2022-10-31,2022-10-31,3875,125.25,119.5,0.05,3.83,-241
"777",2022-10-31,2022-10-31,3875,139.55,132.25,0.05,3.83,-268
"778",2022-10-31,2022-10-31,3875,158.45,144.85,0.05,3.83,-299
"779",2022-10-31,2022-10-31,3875,185.6,163.05,0.05,3.83,-345
"780",2022-10-31,2022-10-31,3875,198.75,172.95,0.05,3.83,-368
"781",2022-10-31,2022-10-31,3875,218.85,188.45,0.05,3.83,-403
"782",2022-10-31,2022-10-31,3875,230.4,196.15,0.05,3.83,-423
"783",2022-10-31,2022-10-31,3875,249.1,209.6,0.05,3.83,-455
"784",2022-10-31,2022-10-31,3875,265.5,219.9,0.05,3.83,-482
"785",2022-10-31,2022-10-31,3875,285.35,231.55,0.05,3.83,-513
"786",2022-10-31,2022-10-31,3875,310.4,247.95,0.05,3.83,-554
"787",2022-10-31,2022-10-31,3875,333.65,262.05,0.05,3.83,-592
"788",2022-10-31,2022-10-31,3875,346.95,267.7,0.05,3.83,-611
"789",2022-10-31,2022-10-31,3875,364.15,276.3,0.05,3.83,-637
"790",2022-10-31,2022-10-31,3875,384.9,288.9,0.05,3.83,-670
"791",2022-10-31,2022-10-31,3875,405.85,299.45,0.05,3.83,-701
"792",2022-10-31,2022-10-31,3875,417.55,304.45,0.05,3.83,-718
"793",2022-10-31,2022-10-31,3875,432.8,311.9,0.05,3.83,-741
"794",2022-10-31,2022-10-31,3875,448.9,321.5,0.05,3.83,-767
"795",2022-10-31,2022-10-31,3875,465.45,329.1,0.05,3.83,-791
"796",2022-10-31,2022-10-31,3875,489.95,336.7,0.05,3.83,-823
"797",2022-10-31,2022-10-31,3875,572.2,374.75,0.05,3.83,-943
"798",2022-12-30,2022-12-30,3840,0.08,3.78,0.08,3.78,0
"799",2022-12-30,2022-12-30,3840,18.5,20.8,0.08,3.78,-35
"800",2022-12-30,2022-12-30,3840,26.45,28.25,0.08,3.78,-51
"801",2022-12-30,2022-12-30,3840,31.6,32.45,0.08,3.78,-60
"802",2022-12-30,2022-12-30,3840,41.1,41.65,0.08,3.78,-79
"803",2022-12-30,2022-12-30,3840,44.4,45.3,0.08,3.78,-86
"804",2022-12-30,2022-12-30,3840,47.25,47.85,0.08,3.78,-91
"805",2022-12-30,2022-12-30,3840,49.55,50.05,0.08,3.78,-96
"806",2022-12-30,2022-12-30,3840,64.05,62.9,0.08,3.78,-123
"807",2022-12-30,2022-12-30,3840,66.35,65,0.08,3.78,-128
"808",2022-12-30,2022-12-30,3840,69.7,67.8,0.08,3.78,-134
"809",2022-12-30,2022-12-30,3840,72.85,70.3,0.08,3.78,-139
"810",2022-12-30,2022-12-30,3840,75.55,72.25,0.08,3.78,-144
"811",2022-12-30,2022-12-30,3840,75.9,72.9,0.08,3.78,-145
"812",2022-12-30,2022-12-30,3840,80.75,76.3,0.08,3.78,-153
"813",2022-12-30,2022-12-30,3840,83.35,77.9,0.08,3.78,-157
"814",2022-12-30,2022-12-30,3840,85.3,79.65,0.08,3.78,-161
"815",2022-12-30,2022-12-30,3840,87.85,81.45,0.08,3.78,-165
"816",2022-12-30,2022-12-30,3840,89.9,82.95,0.08,3.78,-169
"817",2022-12-30,2022-12-30,3840,90.1,85.45,0.08,3.78,-172
"818",2022-12-30,2022-12-30,3840,93.8,87.4,0.08,3.78,-177
"819",2022-12-30,2022-12-30,3840,99.45,92.6,0.08,3.78,-188
"820",2022-12-30,2022-12-30,3840,106.7,97.1,0.08,3.78,-200
"821",2022-12-30,2022-12-30,3840,109.35,100.05,0.08,3.78,-206
"822",2022-12-30,2022-12-30,3840,115.65,104.8,0.08,3.78,-217
"823",2022-12-30,2022-12-30,3840,125.55,115.5,0.08,3.78,-237
"824",2022-12-30,2022-12-30,3840,136.75,121.45,0.08,3.78,-254
"825",2022-12-30,2022-12-30,3840,139.35,124.65,0.08,3.78,-260
"826",2022-12-30,2022-12-30,3840,164.05,144.15,0.08,3.78,-304
"827",2022-12-30,2022-12-30,3840,182.9,156.75,0.08,3.78,-336
"828",2022-12-30,2022-12-30,3840,206.1,172.4,0.08,3.78,-375
"829",2022-12-30,2022-12-30,3840,210.95,177.95,0.08,3.78,-385
"830",2022-12-30,2022-12-30,3840,235.75,193.5,0.08,3.78,-425
"831",2022-12-30,2022-12-30,3840,246.85,199.85,0.08,3.78,-443
"832",2022-12-30,2022-12-30,3840,262.9,210.15,0.08,3.78,-469
"833",2023-02-28,2023-02-28,3970,6.3,0.08,6.3,0.08,0
"834",2023-02-28,2023-02-28,3970,18.75,12.15,6.3,0.08,-25
"835",2023-02-28,2023-02-28,3970,25.7,18.25,6.3,0.08,-38
"836",2023-02-28,2023-02-28,3970,30.75,22.95,6.3,0.08,-47
"837",2023-02-28,2023-02-28,3970,35.15,27.2,6.3,0.08,-56
"838",2023-02-28,2023-02-28,3970,41.7,32.8,6.3,0.08,-68
"839",2023-02-28,2023-02-28,3970,44.5,35.6,6.3,0.08,-74
"840",2023-02-28,2023-02-28,3970,47.8,37.75,6.3,0.08,-79
"841",2023-02-28,2023-02-28,3970,54.1,44.15,6.3,0.08,-92
"842",2023-02-28,2023-02-28,3970,57.5,46.3,6.3,0.08,-97
"843",2023-02-28,2023-02-28,3970,64.8,54.4,6.3,0.08,-113
"844",2023-02-28,2023-02-28,3970,67.3,56.5,6.3,0.08,-117
"845",2023-02-28,2023-02-28,3970,69.7,57.45,6.3,0.08,-121
"846",2023-02-28,2023-02-28,3970,70.75,58.7,6.3,0.08,-123
"847",2023-02-28,2023-02-28,3970,73.95,61.45,6.3,0.08,-129
"848",2023-02-28,2023-02-28,3970,77.1,62.9,6.3,0.08,-134
"849",2023-02-28,2023-02-28,3970,83.7,70.25,6.3,0.08,-148
"850",2023-02-28,2023-02-28,3970,86.35,71.25,6.3,0.08,-151
"851",2023-02-28,2023-02-28,3970,88.15,73.35,6.3,0.08,-155
"852",2023-02-28,2023-02-28,3970,90.15,74.55,6.3,0.08,-158
"853",2023-02-28,2023-02-28,3970,91.5,75.7,6.3,0.08,-161
"854",2023-02-28,2023-02-28,3970,93.15,76.6,6.3,0.08,-163
"855",2023-02-28,2023-02-28,3970,95.2,77.6,6.3,0.08,-166
"856",2023-02-28,2023-02-28,3970,97.25,79.05,6.3,0.08,-170
"857",2023-02-28,2023-02-28,3970,103.2,83.35,6.3,0.08,-180
"858",2023-02-28,2023-02-28,3970,116.2,93.15,6.3,0.08,-203
"859",2023-02-28,2023-02-28,3970,123.45,97.3,6.3,0.08,-214
"860",2023-02-28,2023-02-28,3970,133.9,103.4,6.3,0.08,-231
"861",2023-02-28,2023-02-28,3970,144.6,111.55,6.3,0.08,-250
"862",2023-02-28,2023-02-28,3970,158.55,121.7,6.3,0.08,-274
"863",2023-02-28,2023-02-28,3970,169.2,128.05,6.3,0.08,-291
"864",2023-02-28,2023-02-28,3970,187.8,140.35,6.3,0.08,-322
"865",2023-02-28,2023-02-28,3970,201.5,147.1,6.3,0.08,-342
"866",2023-02-28,2023-02-28,3970,221.5,157.6,6.3,0.08,-373
"867",2023-02-28,2023-02-28,3970,230.55,163.9,6.3,0.08,-388
"868",2023-02-28,2023-02-28,3970,246.85,172.55,6.3,0.08,-413
"869",2023-04-28,2023-04-28,4170,0.5,0.83,0.5,0.83,0
"870",2023-04-28,2023-04-28,4170,11.55,12.2,0.5,0.83,-22
"871",2023-04-28,2023-04-28,4170,16.25,16.45,0.5,0.83,-31
"872",2023-04-28,2023-04-28,4170,26.4,25.9,0.5,0.83,-51
"873",2023-04-28,2023-04-28,4170,30.45,28.35,0.5,0.83,-57
"874",2023-04-28,2023-04-28,4170,34.5,32.25,0.5,0.83,-65
"875",2023-04-28,2023-04-28,4170,37.05,34.45,0.5,0.83,-70
"876",2023-04-28,2023-04-28,4170,38.65,35.7,0.5,0.83,-73
"877",2023-04-28,2023-04-28,4170,42.35,38.95,0.5,0.83,-80
"878",2023-04-28,2023-04-28,4170,44.8,40.25,0.5,0.83,-84
"879",2023-04-28,2023-04-28,4170,46,42.2,0.5,0.83,-87
"880",2023-04-28,2023-04-28,4170,48.15,44,0.5,0.83,-91
"881",2023-04-28,2023-04-28,4170,49.95,45.5,0.5,0.83,-94
"882",2023-04-28,2023-04-28,4170,51.45,47.25,0.5,0.83,-97
"883",2023-04-28,2023-04-28,4170,53.55,48.45,0.5,0.83,-101
"884",2023-04-28,2023-04-28,4170,54.5,49.05,0.5,0.83,-102
"885",2023-04-28,2023-04-28,4170,57.85,51.2,0.5,0.83,-108
"886",2023-04-28,2023-04-28,4170,59.45,53.8,0.5,0.83,-112
"887",2023-04-28,2023-04-28,4170,61.5,54.4,0.5,0.83,-115
"888",2023-04-28,2023-04-28,4170,64.35,55.15,0.5,0.83,-118
"889",2023-04-28,2023-04-28,4170,66.15,56.55,0.5,0.83,-121
"890",2023-04-28,2023-04-28,4170,68.6,58.75,0.5,0.83,-126
"891",2023-04-28,2023-04-28,4170,69.85,60.1,0.5,0.83,-129
"892",2023-04-28,2023-04-28,4170,74.85,63.65,0.5,0.83,-137
"893",2023-04-28,2023-04-28,4170,76.9,65.2,0.5,0.83,-141
"894",2023-04-28,2023-04-28,4170,84.4,69.7,0.5,0.83,-153
"895",2023-04-28,2023-04-28,4170,95.7,78.25,0.5,0.83,-173
"896",2023-04-28,2023-04-28,4170,114.25,89.45,0.5,0.83,-202
"897",2023-04-28,2023-04-28,4170,139.8,106.25,0.5,0.83,-245
"898",2023-04-28,2023-04-28,4170,152.2,115.3,0.5,0.83,-266
"899",2023-04-28,2023-04-28,4170,173.2,129.1,0.5,0.83,-301
"900",2023-04-28,2023-04-28,4170,188.7,139,0.5,0.83,-326
"901",2023-04-28,2023-04-28,4170,202.95,147.4,0.5,0.83,-349
"902",2023-04-28,2023-04-28,4170,219.35,157.35,0.5,0.83,-375
"903",2023-04-28,2023-04-28,4170,238.85,168.3,0.5,0.83,-406
"904",2023-06-30,2023-06-30,4450,2.17,0.7,2.17,0.7,0
"905",2023-06-30,2023-06-30,4450,10.2,8.65,2.17,0.7,-16
"906",2023-06-30,2023-06-30,4450,15.1,13.45,2.17,0.7,-26
"907",2023-06-30,2023-06-30,4450,19.25,16,2.17,0.7,-32
"908",2023-06-30,2023-06-30,4450,22.85,19.8,2.17,0.7,-40
"909",2023-06-30,2023-06-30,4450,26,22.2,2.17,0.7,-45
"910",2023-06-30,2023-06-30,4450,28.6,24,2.17,0.7,-50
"911",2023-06-30,2023-06-30,4450,32.15,26.8,2.17,0.7,-56
"912",2023-06-30,2023-06-30,4450,34.8,28.1,2.17,0.7,-60
"913",2023-06-30,2023-06-30,4450,36.95,29.75,2.17,0.7,-64
"914",2023-06-30,2023-06-30,4450,39.1,31.55,2.17,0.7,-68
"915",2023-06-30,2023-06-30,4450,41.9,33.05,2.17,0.7,-72
"916",2023-06-30,2023-06-30,4450,43.7,34.35,2.17,0.7,-75
"917",2023-06-30,2023-06-30,4450,46.65,35.4,2.17,0.7,-79
"918",2023-06-30,2023-06-30,4450,48.4,35.65,2.17,0.7,-81
"919",2023-06-30,2023-06-30,4450,50.45,37.85,2.17,0.7,-85
"920",2023-06-30,2023-06-30,4450,52.3,39.35,2.17,0.7,-89
"921",2023-06-30,2023-06-30,4450,57.75,42.4,2.17,0.7,-97
"922",2023-06-30,2023-06-30,4450,59,43.95,2.17,0.7,-100
"923",2023-06-30,2023-06-30,4450,61.9,45.4,2.17,0.7,-104
"924",2023-06-30,2023-06-30,4450,63.75,46.6,2.17,0.7,-107
"925",2023-06-30,2023-06-30,4450,64.4,47.6,2.17,0.7,-109
"926",2023-06-30,2023-06-30,4450,67.05,48.5,2.17,0.7,-113
"927",2023-06-30,2023-06-30,4450,70.4,50.5,2.17,0.7,-118
"928",2023-06-30,2023-06-30,4450,79.85,56.45,2.17,0.7,-133
"929",2023-06-30,2023-06-30,4450,85.8,61,2.17,0.7,-144
"930",2023-06-30,2023-06-30,4450,102.35,70.3,2.17,0.7,-170
"931",2023-06-30,2023-06-30,4450,117.85,78.95,2.17,0.7,-194
"932",2023-06-30,2023-06-30,4450,134.4,87.9,2.17,0.7,-219
"933",2023-06-30,2023-06-30,4450,156.65,98.45,2.17,0.7,-252
"934",2023-06-30,2023-06-30,4450,168.2,103.1,2.17,0.7,-268
"935",2023-06-30,2023-06-30,4450,184.9,113.05,2.17,0.7,-295
"936",2023-06-30,2023-06-30,4450,197.65,118.75,2.17,0.7,-314
"937",2023-06-30,2023-06-30,4450,212.45,126.25,2.17,0.7,-336
"938",2023-06-30,2023-06-30,4450,226.6,130.45,2.17,0.7,-354
"939",2023-06-30,2023-06-30,4450,244.75,138.05,2.17,0.7,-380
"940",2023-06-30,2023-06-30,4450,272.05,149.45,2.17,0.7,-419
"941",2023-06-30,2023-06-30,4450,297.85,160.5,2.17,0.7,-455
"942",2023-06-30,2023-06-30,4450,307.3,164.8,2.17,0.7,-469
"943",2023-06-30,2023-06-30,4450,325.6,172.3,2.17,0.7,-495
"944",2023-06-30,2023-06-30,4450,348.3,182.95,2.17,0.7,-528
"945",2023-06-30,2023-06-30,4450,374.7,193.8,2.17,0.7,-566
"946",2023-06-30,2023-06-30,4450,369,192.75,2.17,0.7,-559
"947",2023-06-30,2023-06-30,4450,396.95,201.5,2.17,0.7,-596
"948",2023-06-30,2023-06-30,4450,440.55,221.65,2.17,0.7,-659
"949",2023-06-30,2023-06-30,4450,602.95,290.15,2.17,0.7,-890
"950",2023-08-31,2023-08-31,4510,0.65,0.55,0.65,0.55,0
"951",2023-08-31,2023-08-31,4510,13.6,12.85,0.65,0.55,-25
"952",2023-08-31,2023-08-31,4510,18.95,17.75,0.65,0.55,-36
"953",2023-08-31,2023-08-31,4510,22.25,20.45,0.65,0.55,-42
"954",2023-08-31,2023-08-31,4510,25.75,22.45,0.65,0.55,-47
"955",2023-08-31,2023-08-31,4510,28.6,24.85,0.65,0.55,-52
"956",2023-08-31,2023-08-31,4510,31.7,27.2,0.65,0.55,-58
"957",2023-08-31,2023-08-31,4510,34.15,29.25,0.65,0.55,-62
"958",2023-08-31,2023-08-31,4510,37.8,32.15,0.65,0.55,-69
"959",2023-08-31,2023-08-31,4510,40.3,33.9,0.65,0.55,-73
"960",2023-08-31,2023-08-31,4510,41.55,34.4,0.65,0.55,-75
"961",2023-08-31,2023-08-31,4510,45.15,37.45,0.65,0.55,-81
"962",2023-08-31,2023-08-31,4510,47.2,38.8,0.65,0.55,-85
"963",2023-08-31,2023-08-31,4510,51.3,42.2,0.65,0.55,-92
"964",2023-08-31,2023-08-31,4510,54.1,43.25,0.65,0.55,-96
"965",2023-08-31,2023-08-31,4510,56,44.7,0.65,0.55,-100
"966",2023-08-31,2023-08-31,4510,58.15,46,0.65,0.55,-103
"967",2023-08-31,2023-08-31,4510,59.9,47.35,0.65,0.55,-106
"968",2023-08-31,2023-08-31,4510,61.7,48.6,0.65,0.55,-109
"969",2023-08-31,2023-08-31,4510,65.95,50.8,0.65,0.55,-116
"970",2023-08-31,2023-08-31,4510,68.05,52.2,0.65,0.55,-119
"971",2023-08-31,2023-08-31,4510,69.75,53.5,0.65,0.55,-122
"972",2023-08-31,2023-08-31,4510,76.05,56.85,0.65,0.55,-132
"973",2023-08-31,2023-08-31,4510,85.65,62.6,0.65,0.55,-147
"974",2023-08-31,2023-08-31,4510,94,66.9,0.65,0.55,-160
"975",2023-08-31,2023-08-31,4510,104.2,72.4,0.65,0.55,-175
"976",2023-08-31,2023-08-31,4510,107.6,74.8,0.65,0.55,-181
"977",2023-08-31,2023-08-31,4510,128.35,87.25,0.65,0.55,-214
"978",2023-08-31,2023-08-31,4510,142.05,94.35,0.65,0.55,-235
"979",2023-08-31,2023-08-31,4510,159.3,103.55,0.65,0.55,-262
"980",2023-08-31,2023-08-31,4510,175.95,109.45,0.65,0.55,-284
"981",2023-08-31,2023-08-31,4510,196.85,118.15,0.65,0.55,-314
"982",2023-08-31,2023-08-31,4510,209.4,124.6,0.65,0.55,-333
"983",2023-08-31,2023-08-31,4510,226.7,132.05,0.65,0.55,-358
"984",2023-10-31,2023-10-31,4195,0.3,0.88,0.3,0.88,0
"985",2023-10-31,2023-10-31,4195,18.3,18.95,0.3,0.88,-36
"986",2023-10-31,2023-10-31,4195,25.65,24.85,0.3,0.88,-49
"987",2023-10-31,2023-10-31,4195,32.25,30.95,0.3,0.88,-62
"988",2023-10-31,2023-10-31,4195,36.9,35,0.3,0.88,-71
"989",2023-10-31,2023-10-31,4195,40.5,38.1,0.3,0.88,-77
"990",2023-10-31,2023-10-31,4195,43.75,40.9,0.3,0.88,-83
"991",2023-10-31,2023-10-31,4195,47.2,43.2,0.3,0.88,-89
"992",2023-10-31,2023-10-31,4195,50,46,0.3,0.88,-95
"993",2023-10-31,2023-10-31,4195,53.25,48.7,0.3,0.88,-101
"994",2023-10-31,2023-10-31,4195,56.5,52.15,0.3,0.88,-107
"995",2023-10-31,2023-10-31,4195,58.75,54.6,0.3,0.88,-112
"996",2023-10-31,2023-10-31,4195,61.55,56.45,0.3,0.88,-117
"997",2023-10-31,2023-10-31,4195,62.75,57.3,0.3,0.88,-119
"998",2023-10-31,2023-10-31,4195,66.45,60.75,0.3,0.88,-126
"999",2023-10-31,2023-10-31,4195,69.1,62.1,0.3,0.88,-130
"1000",2023-10-31,2023-10-31,4195,72.15,63.5,0.3,0.88,-134
"1001",2023-10-31,2023-10-31,4195,74,64.95,0.3,0.88,-138
"1002",2023-10-31,2023-10-31,4195,76.7,67.05,0.3,0.88,-143
"1003",2023-10-31,2023-10-31,4195,82.4,71.7,0.3,0.88,-153
"1004",2023-10-31,2023-10-31,4195,84.2,73.15,0.3,0.88,-156
"1005",2023-10-31,2023-10-31,4195,104.5,86.8,0.3,0.88,-190
"1006",2023-10-31,2023-10-31,4195,123.7,97.25,0.3,0.88,-220
"1007",2023-10-31,2023-10-31,4195,147.05,109.45,0.3,0.88,-255
"1008",2023-10-31,2023-10-31,4195,160.85,117.8,0.3,0.88,-277
"1009",2023-10-31,2023-10-31,4195,178.35,127.45,0.3,0.88,-305
"1010",2023-10-31,2023-10-31,4195,220.15,149.7,0.3,0.88,-369
"1011",2023-12-29,2023-12-29,4770,1.82,0.78,1.82,0.78,0
"1012",2023-12-29,2023-12-29,4770,12.55,9.55,1.82,0.78,-20
"1013",2023-12-29,2023-12-29,4770,18.6,13.75,1.82,0.78,-30
