"","TradeDate","Expiry","Strike","CallPremiumIn","PutPremiumIn","CallPremiumOut","PutPremiumOut","PnL"
"1014",2023-12-29,2023-12-29,4770,23.3,16.4,1.82,0.78,-37
"1015",2023-12-29,2023-12-29,4770,28.7,21.2,1.82,0.78,-47
"1016",2023-12-29,2023-12-29,4770,32.95,23.4,1.82,0.78,-54
"1017",2023-12-29,2023-12-29,4770,34.25,25.95,1.82,0.78,-58
"1018",2023-12-29,2023-12-29,4770,37.1,27.6,1.82,0.78,-62
"1019",2023-12-29,2023-12-29,4770,43.3,29.95,1.82,0.78,-71
"1020",2023-12-29,2023-12-29,4770,45.15,32.1,1.82,0.78,-75
"1021",2023-12-29,2023-12-29,4770,48.05,34.4,1.82,0.78,-80
"1022",2023-12-29,2023-12-29,4770,50.3,35.95,1.82,0.78,-84
"1023",2023-12-29,2023-12-29,4770,53.3,37.15,1.82,0.78,-88
"1024",2023-12-29,2023-12-29,4770,54.65,37.65,1.82,0.78,-90
"1025",2023-12-29,2023-12-29,4770,58.3,40.35,1.82,0.78,-96
"1026",2023-12-29,2023-12-29,4770,60.2,41.55,1.82,0.78,-99
"1027",2023-12-29,2023-12-29,4770,62.25,43.05,1.82,0.78,-103
"1028",2023-12-29,2023-12-29,4770,64.8,44.25,1.82,0.78,-106
"1029",2023-12-29,2023-12-29,4770,66.95,45.35,1.82,0.78,-110
"1030",2023-12-29,2023-12-29,4770,69.25,46.8,1.82,0.78,-113
"1031",2023-12-29,2023-12-29,4770,70.6,48.25,1.82,0.78,-116
"1032",2023-12-29,2023-12-29,4770,74.25,51.05,1.82,0.78,-123
"1033",2023-12-29,2023-12-29,4770,77.3,52.05,1.82,0.78,-127
"1034",2023-12-29,2023-12-29,4770,79,53.95,1.82,0.78,-130
"1035",2023-12-29,2023-12-29,4770,81.1,55.4,1.82,0.78,-134
"1036",2023-12-29,2023-12-29,4770,83.45,56.35,1.82,0.78,-137
"1037",2023-12-29,2023-12-29,4770,86.65,57.4,1.82,0.78,-141
"1038",2023-12-29,2023-12-29,4770,89.9,59.3,1.82,0.78,-147
"1039",2023-12-29,2023-12-29,4770,90.4,60.65,1.82,0.78,-148
"1040",2023-12-29,2023-12-29,4770,97.35,64.75,1.82,0.78,-160
"1041",2023-12-29,2023-12-29,4770,113.1,73.75,1.82,0.78,-184
"1042",2023-12-29,2023-12-29,4770,131.5,84.4,1.82,0.78,-213
"1043",2023-12-29,2023-12-29,4770,147.5,92.45,1.82,0.78,-237
"1044",2023-12-29,2023-12-29,4770,171,103.95,1.82,0.78,-272
"1045",2023-12-29,2023-12-29,4770,181.75,109.7,1.82,0.78,-289
"1046",2023-12-29,2023-12-29,4770,200.1,119,1.82,0.78,-316
"1047",2023-12-29,2023-12-29,4770,214,126.7,1.82,0.78,-338
"1048",2023-12-29,2023-12-29,4770,234.5,136.95,1.82,0.78,-369
