"TradeDate","Expiry","Strike","SpotIn","PremiumIn","SpotOut","PremiumOut","PnL"
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,34.55,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,36.65,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,39.94,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,41.8,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,43.06,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,45.5,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,46.84,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,47.94,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,49.05,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,50.56,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,56.8,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,61.99,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,67,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,78,3.76
2018-02-28,2018-02-28,2715,2713.61,3.76,2713.61,100.3,3.76
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,6.15,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,16.25,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,25.25,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,32.7,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,33.34,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,37.3,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,41.05,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,42.94,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,46.75,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,48.6,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,49.16,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,52.39,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,52.95,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,54.1,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,57.3,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,58.2,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,59.75,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,64.4,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,67.15,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,72.95,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,75.7,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,84.25,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,92.69,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,104.5,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,109.35,4.55
2018-03-29,2018-03-29,2640,2641.6,6.15,2641.6,123.1,4.55
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,0.28,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,12.6,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,17.26,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,19.5,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,23.49,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,25.35,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,26.79,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,29,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,30.55,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,32.8,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,34.8,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,36.75,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,37.45,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,38.89,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,40,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,40.5,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,41.9,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,44.99,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,49.8,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,54.95,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,60.35,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,70.35,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,76.2,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,83.7,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,90.06,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,98.85,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,101.7,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,132.06,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,131.85,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,136.4,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,142,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,159.11,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,164.6,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,186.35,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,229.55,0.28
2018-04-30,2018-04-30,2650,2648.17,0.28,2648.17,304.14,0.28
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,2.78,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,8.15,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,11.55,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,15.05,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,18.2,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,20.3,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,24.06,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,25.1,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,27.05,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,28.99,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,31.35,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,32.06,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,34.35,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,36.3,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,37.3,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,37.75,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,39.7,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,43.8,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,48,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,53.39,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,54.89,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,57.2,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,62.8,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,80.6,2.22
2018-05-31,2018-05-31,2705,2705.55,2.78,2705.55,84.85,2.22
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,1.73,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,12.2,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,14.09,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,19.71,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,21.36,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,24.8,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,27.85,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,29.25,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,31.75,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,32.8,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,35.61,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,37.16,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,39.15,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,39.25,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,40.89,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,41,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,43.65,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,44.56,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,47,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,49.55,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,55.25,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,58.9,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,70.4,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,75.25,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,84.6,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,92.5,1.73
2018-06-29,2018-06-29,2720,2718.03,1.73,2718.03,103.15,1.73
2018-07-31,2018-07-31,2815,2816.45,1.75,2816.45,1.75,0.3
2018-07-31,2018-07-31,2815,2816.45,1.75,2816.45,7.65,0.3
